id,summary,cluster
114746,?浙江杭州发现一例境外输入复阳无症状感染者,1
119311,河北｜石家庄：第三轮全员核酸检出阳性样本 30 例 83.3% 来自隔离点,1
119241,"记者从哈尔滨机场了解到：由于疫情防控工作需要，根据相关部门要求，即日（1月22日）起，哈尔滨机场长途巴士大庆往返哈尔滨线路临时停运，恢复时间另行通知，如有不便敬请广大旅客谅解。（总台央视记者 郭晓光）
（编辑 刘洋）",1
119250,"1月22日，银保监会首席风险官兼新闻发言人肖远企在国务院新闻办公室举行的新闻发布会上回答记者有关互联网公司美团近期宣布关停网络互助有关问题时介绍，美团互助确实是在1月15日下午5点发布公告宣布在1月31日正式关停互助业务。前段时间百度也宣布关闭互联网旗下互助平台。
肖远企表示，我们觉得美团互助偏离美团主业和逆选择风险的增加是它关闭的主要原因，下一步将对网络公司做网络互助业务进一步关注，了解其运行的",1
119218,"22日上午10时，吉林省通化市召开疫情防控第九场新闻发布会。会上，通化市副市长蒋海燕通报，2021年1月21日0―24时，通化市新增确诊病例9例，其中1例系由此前通报的无症状感染者转为确诊病例，本次输入性疫情通化市累计报告确诊病例132例。1月21日0―24时，通化市新增无症状感染者5例，现有无症状感染者32例。
目前，疫情防控工作进入关键阶段，核酸检测、流调排查、隔离管控、医疗救治、物资保障等工",1
119175,据北京西城官方微博22日消息，本轮疫情发生以来，外区确诊病例活动轨迹涉及西城区，北京市西城区已先后组织四轮相关行业人员及确诊病例活动轨迹所涉相关人员核酸检测45万余人次，结果均为阴性。考虑到近期外部输入风险增大，为确保全区广大居民、驻区单位工作人员生命安全和身体健康，北京市西城区新冠肺炎疫情防控工作领导小组决定，于1月22日至1月23日组织区域内全员核酸检测。请广大居民根据所在社区通知，驻区单位工,1
119196,据北京市东城区疫情防控工作领导小组22日消息，本轮疫情发生以来，在广大居民群众和驻区单位的共同努力下，目前北京东城区疫情防控工作平稳有序。考虑到近期外部输入风险增大，为确保全区广大居民、驻区单位工作人员生命安全和身体健康，于1月22日至1月23日分批次在东城区域内组织核酸检测。请广大居民根据所在社区通知，驻区单位工作人员在单位统一组织下，根据所在街道通知，及时有序参加检测。参加检测时，请携带本人身,1
119175,据北京西城官方微博22日消息，本轮疫情发生以来，外区确诊病例活动轨迹涉及西城区，北京市西城区已先后组织四轮相关行业人员及确诊病例活动轨迹所涉相关人员核酸检测45万余人次，结果均为阴性。考虑到近期外部输入风险增大，为确保全区广大居民、驻区单位工作人员生命安全和身体健康，北京市西城区新冠肺炎疫情防控工作领导小组决定，于1月22日至1月23日组织区域内全员核酸检测。请广大居民根据所在社区通知，驻区单位工,1
119154,"2021年1月21日0-24时，石家庄市新增新冠肺炎确诊病例15例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：女，53岁，藁城区西关镇慈上村人,为1月18日第24号确诊病例的岳母。2021年1月5日居村无外出，当日核酸检测呈阴性；1月6日乘私家车陪家人到藁城中西医结合医院妇产科做手术，当日核酸检测呈阴性；1月7日至12日",1
119142,2021年1月22日，总台央视记者从黑龙江省卫健委获悉，2021年1月21日0-17时，黑龙江省新增新冠肺炎确诊病例47例（绥化市望奎县35例，其中望奎县无症状感染者转为确诊病例7例，绥化海伦市无症状感染者转为确诊病例1例，大庆市肇州县无症状感染者转为确诊病例1例，哈尔滨市利民开发区7例，哈尔滨市呼兰区3例）。新增无症状感染者88例（绥化市望奎县42例，绥化海伦市8例，绥化安达市5例，哈尔滨市利民,1
119148,1月21日0时至24时，新增3例本地确诊病例和1例无症状感染者，无新增疑似病例；新增2例境外输入无症状感染者，无新增确诊病例和疑似病例。病例1，某男，66岁，现住大兴区天宫院街道融汇社区。1月19日作为确诊病例的密切接触者进行集中隔离医学观察，1月20日出现发热等症状，由120负压救护车转至大兴区人民医院，核酸检测结果为阳性，综合流行病史、临床表现、实验室检测和影像学检查等结果，1月21日诊断为确,1
119011,前端显示,1
119011,"
                           
                                 在今天下午举行的市疫情防控工作新闻发布会上，市卫健委通报：?1月21日，本市报告3例本土新冠肺炎确诊病例。?病例1，李某某，男，56岁。1月20日下午15点左右，复旦大学附属肿瘤医院在对医院外包后勤保障人员开展新冠病毒核酸例行检测中，发现有一份10人混检的样本检测结果可疑。1月21日凌晨，病例1的样本经市疾控中心复核，核酸检测结果为阳性。?病例2，周某某，男，53岁，与病例1系住同一小区的邻居。上海交通大学医学院附属仁济医院1月20日下午在对医院相关人员开展新冠病毒核酸例行检测中，发现有一份10人混检的样本检测结果可疑，1月21日凌晨，病例2的样本经市疾控中心复核，核酸检测结果为阳性。?病例3，田某某，女，48岁，系病例1的朋友。1月21日凌晨，市疾控中心在对病例1的密接者排查中发现病例3新冠病毒核酸检测阳性。??经市级专家会诊，结合临床、影像学表现和实验室核酸检测结果，3人均诊断为新冠肺炎确诊病例，即转运至上海市公共卫生临床中心隔离治疗。?市、区相关部门立即行动，已组成联合流调专家队伍，全面开展流行病学调查，正在追踪排查相关人员，对相关人员和环境采取相应的防疫措施。?经连夜排查，截至目前，已追踪到上述3名病例在沪密切接触者71人，37人首次核酸检测结果为阴性，其余正在检测中。目前已落实集中隔离医学观察措施，待24小时后再进行采样复核。?已排查到密接的密接78人，25人核酸检测结果阴性，已落实集中隔离医学观察措施。?已筛查相关人员14411人，10971人检测结果为阴性，其余正在检测中。目前已落实相应管控措施。?已对相关场所的物品、环境进行采样，共采集661件样本，4件核酸检测结果阳性（均与李某某有关），140件结果阴性，其余正在检测中。?下一步，将继续做好相关人员流行病学调查、溯源和核酸检测工作，做到应查尽查、应检尽检，严格落实属地防控责任，做好闭环管理和各项防疫工作。?根据国务院联防联控机制有关要求，经市疫情防控指挥部研究决定，将黄浦区昭通路居民区（福州路以南区域）列为中风险地区，上海市其他区域风险等级不变。?中风险地区相关人员原则上不离沪，确需离沪的须持7日内核酸检测阴性证明。?请市民做好自身健康监测，如出现发热、咳嗽等症状，请佩戴医用口罩及时前往发热门诊就诊。?本市继续坚持“外防输入、内防反弹”总体防控策略，紧盯“入城口、落脚点、流动中、就业岗、学校门、监测哨”等关键点，抓好新冠肺炎常态化、科学化、精准化防控。同时落实“强化监测预警、免疫重点人群、推进多病共防、规范疫情处置、落实医疗救治、广泛宣传动员”要求，加强落实冬春季重点传染病防控工作。?重点落实：?1、加强发热门诊建设，提升医疗救治能力。强化发热门诊的筛查能力。完成发热门诊标准化建设，在具备CT配置条件的发热门诊全面配置专属CT，确保检验、影像检查等“六不出门”，同时，备足隔离观察床位。在社区卫生服务中心建设发热哨点诊室，与医院发热门诊一起构成严密发热监测网络。?2、加强核酸检测能力建设。按照“应检尽检、愿检尽检”的原则开展检测工作。上海目前已有125个核酸检测机构，最大日检测能力达到72.8万份。?3、加强健康宣教。落实个人防护措施，戴口罩、勤洗手、保持社交距离，减少人员聚集，提倡家庭个人聚会聚餐等控制在10人以下。??
                        ",1
119008,1月21日下午，上海举行新冠肺炎疫情防控新闻发布会，邀请市卫生健康委、黄浦区相关负责人及有关专家介绍有关情况。会上通报：上海已排查到3例确诊病例的密接者71人，其中31人首次核酸检测结果阴性，其余正在检测中。目前已落实集中隔离医学观察措施。,1
119008,1月21日下午，上海举行新冠肺炎疫情防控新闻发布会，邀请市卫生健康委、黄浦区相关负责人及有关专家介绍有关情况。会上通报：上海已排查到3例确诊病例的密接者71人，其中31人首次核酸检测结果阴性，其余正在检测中。目前已落实集中隔离医学观察措施。,1
119008,1月21日下午，上海举行新冠肺炎疫情防控新闻发布会，邀请市卫生健康委、黄浦区相关负责人及有关专家介绍有关情况。会上通报：上海已排查到3例确诊病例的密接者71人，其中31人首次核酸检测结果阴性，其余正在检测中。目前已落实集中隔离医学观察措施。,1
119008,1月21日下午，上海举行新冠肺炎疫情防控新闻发布会，邀请市卫生健康委、黄浦区相关负责人及有关专家介绍有关情况。会上通报：上海已排查到3例确诊病例的密接者71人，其中31人首次核酸检测结果阴性，其余正在检测中。目前已落实集中隔离医学观察措施。,1
118979,2021年1月20日中午，山东省疾控中心收到北京市疾控中心发来的《关于两名现住址为大兴区的新冠肺炎确诊病例的溯源协查函》，北京市1月19日确诊的两例新冠肺炎病例曾于1月1日―2日到过济南市莱芜区。接到此函后，济南市、区两级相关部门立即开展流行病学调查和追踪溯源。截至目前，济南市已对病例曾经到过的莱芜区城南往事、银座佳驿酒店（戴花园店）、茂业天地三处场所采集环境样本进行核酸检测，检测结果均为阴性，同,1
118932,当地时间20日，世卫组织助理总干事玛丽安热拉・西芒表示，世卫组织已收到13种新冠疫苗的评估材料，其中辉瑞/BioNTech的新冠疫苗已被列入紧急使用清单，还有三种新冠疫苗正处于最终评估阶段，可能被列入紧急使用清单。根据总台记者拿到的世卫组织疫苗评估文件，世卫组织已于去年12月底和今年1月13日接受了中国国药集团和科兴公司提供的两种新冠疫苗的评估材料。世卫组织内部文件上的时间表显示，最快预计于3月公,1
118936,1月20日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例144例，其中境外输入病例18例（上海9例，天津5例，北京1例，湖北1例，广东1例，广西1例），本土病例126例（黑龙江68例，吉林33例，河北20例，北京2例，山西2例，山东1例）；无新增死亡病例；新增疑似病例5例，均为境外输入病例（均在上海）。当日新增治愈出院病例19例，解除医学观察的密切接触者1246人，重症病,1
118931,2021年1月20日0―24时，石家庄市新增新冠肺炎确诊病例20例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：男，59岁，现住新乐市北美花园小区，为1月16日第49号确诊病例的丈夫。2021年1月5日上午居家无外出，下午转运至新乐市指定隔离点进行集中隔离医学观察；1月7日、9日、13日、15日、16日5次核酸均为阴性；1,1
118931,2021年1月20日0―24时，石家庄市新增新冠肺炎确诊病例20例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：男，59岁，现住新乐市北美花园小区，为1月16日第49号确诊病例的丈夫。2021年1月5日上午居家无外出，下午转运至新乐市指定隔离点进行集中隔离医学观察；1月7日、9日、13日、15日、16日5次核酸均为阴性；1,1
118934,哥伦比亚卫生部当地时间20日宣布，该国新增17908例新冠肺炎确诊病例和390例死亡病例。截至目前，全国累计确诊病例达1956979例，其中首都波哥大累计确诊571951例，累计死亡49792例。为遏制疫情扩散，哥首都波哥大19日至28日继续实行全城宵禁，同时从22日起至25日实行本月第三轮全市范围居家隔离。波哥大市政府表示，目前正在经历的第二拨疫情主要是由此前新年假期期间家庭聚会引发，近期600,1
118811,今天（20日）下午北京市召开第215场新冠肺炎疫情防控新闻发布会，通报北京最新疫情。1月19日0时至24时，北京市新增7例本地新冠肺炎确诊病例。1月17日至1月19日大兴区局部聚集性疫情涉及病例11例，先后在家庭、同事、邻居和朋友间传播，3个家庭出现聚集性疫情，涉及7个家庭，病例之间存在共同居住、相互串门等情况。病例1，某男，43岁，现住大兴区天宫院街道融汇社区，某京外赛事活动裁判。2020年12,1
118774,今天下午，国务院联防联控机制召开新闻发布会，介绍春节前后疫情防控有关情况。会上，国家卫生健康委疾控局监察专员王斌介绍，我们要求全国各地要实行乡采样、县检测，要求检测机构要在收到样本以后的12个小时内反馈检测结果，时间和时间赛跑。在我们的相关要求里面，如果说一定要返乡，这些返乡人员要拿着7日以内的核酸阴性的检测证明才能够返乡。同时这些返乡人员回去以后，当地的基层政府要对这些人进行一些网格化的管理。同,1
118754,行政处罚是行政机关有效实施行政管理，保障法律、法规贯彻施行的重要手段，行政处罚法（修订草案）今天（1月20日）提请十三届全国人大常委会第二十五次会议三次审议。草案进一步完善行政处罚程序，健全行政处罚执行制度，加强对行政处罚的社会监督。修订草案二次审议稿规定，限制人身自由的行政处罚权只能由公安机关行使。有的部门、地方提出，根据反间谍法和国家情报法的规定，国家安全机关也可以行使限制人身自由的行政处罚权,1
118693,1月19日0-24时，全省无新增境外输入确诊病例。截至1月19日24时，全省累计报告境外输入确诊病例19例，累计治愈出院19例。1月19日0-24时，全省新增本地确诊病例46例（长春市10例，通化市36例），其中34例系由此前通报的无症状感染者转为确诊病例。截至目前，本次输入性疫情全省累计报告确诊病例129例（长春市35例，通化市94例），其中危重型3例，重型11例，普通型85例，轻型30例。截至,1
118689,2021年1月19日0―24时，邢台市新增新冠肺炎确诊病例6例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：男，58岁，南宫市西丁乡西乞家庄村居民。2021年1月3日23：00被转运到集中隔离点隔离，期间3日、5日、11日、13日、14日5次核酸结果均为阴性。1月17日采集核酸样本，1月18日核酸结果呈阳性，当日由120负,1
118671,2021年1月20日，总台央视记者从黑龙江省卫健委获悉，2021年1月19日0-24时，黑龙江省新增新冠肺炎确诊病例16例（绥化市望奎县，其中望奎县无症状感染者转为确诊病例1例）。 治愈出院确诊病例1例（黑河市爱辉区）。新增无症状感染者31例（绥化市望奎县20例，绥化安达市2例，哈尔滨市利民开发区2例，哈尔滨市呼兰区2例，齐齐哈尔市昂昂溪区5例）。解除医学观察无症状感染者1例（黑河市爱辉区）。上述,1
118683,1月19日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例103例，其中境外输入病例15例（上海4例，广东3例，浙江2例，四川2例，陕西2例，天津1例，福建1例），本土病例88例（吉林46例，河北19例，黑龙江16例，北京7例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例17例，解除医学观察的密切接触者2102人，重症病例较前一日增加1例。境外输入现有确诊病例27,1
118670,1月19日晚，北京新冠肺炎疫情防控工作领导小组第一一次会议暨首都严格进京管理联防联控协调机制第五十二次会议召开，研究调度疫情处置工作。会议强调，各区都要行动起来，做好高风险人员排查管控，对有重点区域旅居史人员优先核酸筛查，有情况第一时间报告。抓严抓实社会面防控，进一步督促落实“四方责任”，措施要到位。全市范围加强限流、科学戴口罩、清洁消毒、保持1米线等措施，尽量减少聚餐聚会，提升公众疫情防控意识,1
118671,2021年1月20日，总台央视记者从黑龙江省卫健委获悉，2021年1月19日0-24时，黑龙江省新增新冠肺炎确诊病例16例（绥化市望奎县，其中望奎县无症状感染者转为确诊病例1例）。 治愈出院确诊病例1例（黑河市爱辉区）。新增无症状感染者31例（绥化市望奎县20例，绥化安达市2例，哈尔滨市利民开发区2例，哈尔滨市呼兰区2例，齐齐哈尔市昂昂溪区5例）。解除医学观察无症状感染者1例（黑河市爱辉区）。上述,1
118675,黑龙江省绥化市望奎县发布通告，鉴于望奎县新冠肺炎疫情严峻形势，为更加精准实施疫情防控分区分级管理，按照国家、省关于新冠肺炎疫情分区分级分类、精准管控有关要求，自2021年1月20日7时起，望奎县全域调整为高风险地区。（总台央视记者 杨洋 于文波）,1
118560,今天（19日）下午，大连召开疫情防控工作新闻发布会，大连市甘井子区副区长曲肃介绍，甘井子区专题部署公共场所疫情防控工作，各行业监管部门督促指导企业全面落实戴口罩、限流量、防聚集、检验码、测体温、“一米线”、勤消毒、有记录等疫情防控措施；强化环境消毒，重点部位每日不少于6次消毒；保持通风良好，不得使用门帘等增加疫情交叉感染风险的设施设备，提倡使用感应式门无接触通行方式。全区80所养老机构、37所居家,1
118609,"截至2021年1月19日17时
全国共有
4个
高风险地区
60个
中风险地区
监制丨徐冰??
主编丨蒋安琪
编辑丨徐i晨 隋博宇
制图丨郜梦茹",1
118567,"今天（19日）下午，北京市召开疫情防控第214场例行新闻发布会，对最新病例及疫情防控相关信息进行通报。
1月18日0时至24时北京市新增1例本地新冠肺炎确诊病例和1例无症状感染者。确诊病例，某女，63岁，现住大兴区天宫院街道融汇社区，为此前确诊病例的密切接触者。无症状感染者，某男，9岁，系上述确诊病例外孙，行程轨迹显示其曾在学校和培训机构上课。&gt;&gt;病例轨迹详情新增确诊病例所在的天宫院街",1
118532,"今天（19日）西安市教育局发布通知，按照陕西省、市疫情防控指挥部安排部署及有关要求，为全面加强校外培训机构疫情防控和管理工作，现将有关事项通知如下：
一、时间安排
1.西安市校外培训机构从2021年1月25日起，停止任何形式的线下教育教学及培训活动。2.西安市中高考补习机构放假时间为2月4日前。3.西安市校外培训机构（含中高考补习机构）恢复线下教育教学活动的时间与全市中小学、幼儿园春季开学时间同步",1
118567,"今天（19日）下午，北京市召开疫情防控第214场例行新闻发布会，对最新病例及疫情防控相关信息进行通报。
1月18日0时至24时北京市新增1例本地新冠肺炎确诊病例和1例无症状感染者。确诊病例，某女，63岁，现住大兴区天宫院街道融汇社区，为此前确诊病例的密切接触者。无症状感染者，某男，9岁，系上述确诊病例外孙，行程轨迹显示其曾在学校和培训机构上课。&gt;&gt;病例轨迹详情新增确诊病例所在的天宫院街",1
118542,"1月18日，北京市新增1例新冠肺炎确诊病例和1例无症状感染者，都在大兴区，均为确诊病例的密切接触者，正在地坛医院隔离治疗。今天（19日）下午北京市召开第214场新冠肺炎疫情防控新闻发布会上，北京市大兴区人民政府副区长韩新星介绍了确诊病例行动轨迹。
确诊病例，某女主要行程轨迹如下：
1月3日，居家未外出。1月4日至8日，每日下午步行接外孙放学。期间曾前往小区南门超市购物。1月5日，下午14时前往小区",1
118514,今天（19日）下午，河北省召开第七场疫情防控新闻发布会，对疫情防控相关情况进行通报。石家庄市实施居家防疫到1月19日24时，从1月20日开始，组织对全市开展新一轮核酸检测，三天内完成，核酸检测期间继续居家防疫。,1
118515,今天（19日）下午，河北省召开第七场疫情防控新闻发布会，对疫情防控相关情况进行通报。目前河北省共有高风险地区3个，分别是石家庄市藁城区全域、石家庄市新乐市全域、邢台市南宫市全域。有中风险地区36个，其中石家庄市34个，涉及11个县区；其中裕华区8个、高新区5个、长安区4个、正定县4个、新华区3个、桥西区3个、鹿泉区2个、无极县2个、栾城区1个、平山县1个、行唐县1个。廊坊市1个，是固安县的英国宫5,1
118500,"据北京市大兴区委宣传部消息，根据疫情防控需要，从1月19日中午12时开始，对大兴区天宫院街道天宫院社区、天宫院西里社区、天宫院中里社区、天宫院南里社区进行封闭式管理，非小区人员、车辆禁止进入，小区居民“只进不出”，全部居家观察。大兴区将同步做好居家人员日常生活保障。解封时间将根据疫情形势研判后另行通知。（总台央视记者 许梦哲）
（编辑 吴梦萱）",1
118483,1月19日，齐齐哈尔富拉尔基区新型冠状病毒肺炎疫情防控指挥部发布紧急通知，通知内容如下：由于全民核酸检测结果未出，疫情防控形势复杂严峻，为减少人员流动，降低传播扩散风险，现就有关事项紧急通知如下：1、公安、交通、交警、市场等执法部门工作人员持工作证或单位证明可有序出入。除消防、急救车辆外，其他车辆一律不得进出小区。水、电、气、热等居民保供单位急需执行维修任务的，持单位证明可有序出入。2、全区居民一,1
118481,19日上午，吉林省通化市人民政府新闻办召开新闻发布会，就疫情防控最新情况作出通报：吉林省通化市将于明天启动第二轮全员核酸检测。,1
118456,2021年1月18日0―24时，石家庄市新增新冠肺炎确诊病例35例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：女，35岁，藁城区增村镇牛家庄村人，现住新乐市烨京小区。2021年1月1日上午居家无外出，下午14时骑电动车到新乐市信誉楼3楼及负一层地下超市购物，16时自驾车到藁城区增村镇牛家庄村探亲；1月2日至13日居村无外,1
118456,2021年1月18日0―24时，石家庄市新增新冠肺炎确诊病例35例。目前，对所有追踪到的密切接触者已全部采取集中隔离医学观察措施，各项防控措施有序进行。现将其行动轨迹公布如下：确诊病例1：女，35岁，藁城区增村镇牛家庄村人，现住新乐市烨京小区。2021年1月1日上午居家无外出，下午14时骑电动车到新乐市信誉楼3楼及负一层地下超市购物，16时自驾车到藁城区增村镇牛家庄村探亲；1月2日至13日居村无外,1
118443,1月18日0―24时，吉林省无新增境外输入确诊病例。截至1月18日24时，吉林省累计报告境外输入确诊病例19例，累计治愈出院19例。1月18日0―24时，吉林省新增本地确诊病例43例（长春市9例，通化市34例），其中36例系由此前通报的无症状感染者转为确诊病例。截至目前，本次输入性疫情全省累计报告确诊病例83例（长春市25例，通化市58例），其中危重型3例，重型11例，普通型61例，轻型8例。截至,1
118445,"
			    1月18日0时至24时，新增1例本地确诊病例和1例无症状感染者，无新增疑似病例；无新增境外输入确诊病例、疑似病例和无症状感染者；治愈出院1例。某女，63岁，现住大兴区天宫院街道融汇社区，1月17日作为确诊病例的密切接触者进行集中隔离医学观察，1月18日核酸检测结果为阳性，由120负压救护车转至地坛医院。综合流行病史、临床表现、实验室检测和影像学检查等结果，当日诊断为确诊病例，临床分型为普通型。已开展流行病学调查，按要求落实管控措施。? ?全市16区无报告病例天数情况
	
		
			
				地区
			
			
				无报告病例天数
		",1
118443,1月18日0―24时，吉林省无新增境外输入确诊病例。截至1月18日24时，吉林省累计报告境外输入确诊病例19例，累计治愈出院19例。1月18日0―24时，吉林省新增本地确诊病例43例（长春市9例，通化市34例），其中36例系由此前通报的无症状感染者转为确诊病例。截至目前，本次输入性疫情全省累计报告确诊病例83例（长春市25例，通化市58例），其中危重型3例，重型11例，普通型61例，轻型8例。截至,1
118455,1月19日，河北省卫健委通报，2021年1月18日0―24时，河北省新增35例本地新型冠状病毒肺炎确诊病例（13例为无症状感染者转为确诊病例），均为石家庄市报告。无新增死亡病例，无新增疑似病例，新增治愈出院4例。1月18日0―24时，河北省新增2例本地无症状感染者，均为石家庄市报告。3例无症状感染者解除隔离医学观察。截至1月18日24时，河北省现有本地确诊病例800例（危重型8例、重型20例、普通,1
118364,根据国务院应对新冠肺炎联防联控机制关于科学划分、精准防控等工作要求，自2021年1月18日起，将石家庄新乐市全域、邢台南宫市全域调整为高风险地区。目前，石家庄藁城区全域仍为高风险地区，长安区博雅盛世小区E区、国赫红珊湾小区、简筑家园小区、保利花园B区，裕华区晶彩苑小区、众美廊桥四季A区、东方明珠小区、天海誉天下小区、卓东小区、新华苑小区、十二化建小区16、17号楼、河北城建学校家属院，正定县孔村、,1
118298,【石家庄市新增新冠肺炎确诊病例14例】,1
118298,【石家庄市新增新冠肺炎确诊病例14例】,1
118279,据“通化发布”微信公众号消息，吉林通化14个区域调整为中风险地区。全文如下：根据吉林省新型冠状病毒肺炎疫情防控工作领导小组办公室《关于科学精准划定新冠肺炎疫情登记区域的通知》（吉卫明点【2021】29号要求），落实分区分级精准防控策略，自2021年1月18日12时起，将东昌区波尔多小镇、丽景人家小区三期A区、公汽家属楼区域、和平新居小区、福民家园小区、中盛山水城小区、胜利小区、玉皇社区玉皇委、阳光,1
118256,"1月17日，江苏省新冠肺炎疫情防控工作领导小组预防控制组、江苏省新冠肺炎疫情防控工作领导小组社会及社区防控组联合发布《关于进一步明确春节期间来苏返苏人员健康管理措施的通知》，对入境等五类人群春节期间来苏返苏进一步明确健康管理措施。
1.入境人员
对入境人员实施“14+14”健康管理措施，即：14天集中隔离医学观察期满符合解除隔离条件的，继续严格实施14天居家隔离医学观察。居家隔离医学观察的第3天(",1
